"i","j","G_mu_hat","G_mu_true","n_ave"
6,15,0.344778230673376,0.388604471995532,100
7,15,0.369709069710766,0.423426655932285,100
8,15,0.392596501152732,0.455545307033189,100
9,15,0.413267571761227,0.484689673546093,100
10,15,0.431570500748323,0.510619295265418,100
11,15,0.447378955955477,0.533126930793597,100
12,15,0.460594055480433,0.552041029906208,100
13,15,0.471144615914413,0.567227715171413,100
14,15,0.478986502236666,0.578592244428993,100
15,15,0.484101787740362,0.586079933625515,100
16,15,0.486497925986396,0.589676527706674,100
17,15,0.48620661277877,0.589408015657337,100
18,15,0.483281811170094,0.58533989422343,100
19,15,0.477796642239004,0.577575893215407,100
20,15,0.469839356237617,0.566256183450201,100
21,15,0.459509104107663,0.551555096209868,100
22,15,0.446912485324671,0.53367839045848,100
23,15,0.432161754590571,0.51286011084974,100
24,15,0.415375163254274,0.48935908567008,100
25,15,0.396679318836553,0.463455119201004,100
26,15,0.376212850138274,0.435444937467123,100
27,15,0.354130262326464,0.405637949893286,100
28,15,0.330604796539229,0.374351891970775,100
29,15,0.305829385287693,0.341908415589307,100
30,15,0.280015289494627,0.308628694205206,100
31,15,0.253388510441034,0.274829109479891,100
32,15,0.226184418048156,0.240817084446197,100
33,15,0.198641169885988,0.206887125669178,100
34,15,0.170992482571417,0.173317133304872,100
35,15,0.143460286124344,0.14036503348222,100
36,15,0.116247825105606,0.108265782111598,100
37,15,0.0895338373689011,0.0772287831431639,100
38,15,0.0634684213820929,0.0474357575560616,100
39,15,0.0381709957590274,0.0190390920627596,100
40,15,0.0137303862441187,-0.0078393112228325,100
41,15,-0.00979330364630843,-0.0331086709566723,100
42,15,-0.0323656142818381,-0.0567094436189418,100
43,15,-0.0539740552886912,-0.0786129247936485,100
44,15,-0.0746243478091831,-0.0988203462410458,100
45,15,-0.0943369559501083,-0.117361488352567,100
46,15,-0.113144142817234,-0.13429283527003,100
47,15,-0.131087653606556,-0.149695307191374,100
48,15,-0.148216992850102,-0.163671611059838,100
49,15,-0.16458814022767,-0.176343256837001,100
50,15,-0.180262470697669,-0.187847291797824,100
1,16,0.177587933450494,0.166476209937487,100
2,16,0.211010119169764,0.210680070573833,100
3,16,0.243404732570231,0.254013922625485,100
4,16,0.274605248737098,0.296111710174206,100
5,16,0.304426790666168,0.33661593929961,100
6,16,0.332670987961969,0.375182106698391,100
7,16,0.359132892990575,0.411482971347752,100
8,16,0.383609532302318,0.445212606429716,100
9,16,0.405909222857766,0.476090171991223,100
10,16,0.425860453412996,0.503863352994617,100
11,16,0.443319112946857,0.528311412449311,100
12,16,0.458173224761736,0.549247815129506,100
13,16,0.470344986748509,0.566522383884298,100
14,16,0.479790513317888,0.580022957633713,100
15,16,0.486497925986396,0.589676527706674,100
16,16,0.490484288018438,0.595449837096391,100
17,16,0.491791551181138,0.59734943536158,100
18,16,0.490481514775644,0.595421190160898,100
19,16,0.486629975593563,0.589749264644145,100
20,16,0.480320688665254,0.580454578008309,100
21,16,0.471640190513738,0.567692774333694,100
22,16,0.460674680359579,0.551651732222911,100
23,16,0.447509865978226,0.532548654658331,100
24,16,0.432233998999239,0.510626784764303,100
25,16,0.414943454496584,0.486151798711267,100
26,16,0.395749457319005,0.459407931744165,100
27,16,0.374784213029409,0.430693897183215,100
28,16,0.352204901430146,0.400318661172115,100
29,16,0.32819463828066,0.368597137891822,100
30,16,0.302960320036834,0.335845870888113,100
31,16,0.276727915212345,0.302378766064795,100
32,16,0.249736058920903,0.268502940774219,100
33,16,0.222228752953443,0.234514751311907,100
34,16,0.194447745995216,0.200696058026938,100
35,16,0.166624984794227,0.167310783244417,100
36,16,0.13897551345055,0.134601812325157,100
37,16,0.111691314768037,0.102788282538454,100
38,16,0.0849366676496361,0.0720632980866176,100
39,16,0.0588454807019163,0.0425921026954666,100
40,16,0.0335207418899396,0.0145107337834133,100
41,16,0.00903584059803624,-0.0120748255395944,100
42,16,-0.0145627518669981,-0.0370889883899947,100
43,16,-0.0372520386995297,-0.0604863998000734,100
44,16,-0.0590288242524347,-0.0822512741231741,100
45,16,-0.0799062237639319,-0.102396250042001,100
46,16,-0.0999106374214198,-0.120960786738458,100
47,16,-0.11907933029308,-0.138009132061351,100
48,16,-0.137458609441839,-0.153627900297959,100
49,16,-0.155102449403394,-0.167923303310151,100
50,16,-0.172071324212337,-0.181018084238309,100
1,17,0.158473569252153,0.14737628860202,100
2,17,0.192723029539195,0.191952812814522,100
3,17,0.226033877568899,0.23581661895116,100
4,17,0.25824785134691,0.278605521773842,100
5,17,0.289185583613244,0.319963852992739,100
6,17,0.318650089253799,0.359546810874741,100
7,17,0.346432516488394,0.397024684632318,100
8,17,0.372320130711191,0.432086891760158,100
9,17,0.396106047682822,0.464445769235827,100
10,17,0.417599724975886,0.493840063163271,100
11,17,0.436636849982868,0.520038065957324,100
12,17,0.453087230930455,0.542840355473181,100
13,17,0.466859673233822,0.562082096494371,100
14,17,0.477903455683997,0.577634871612362,100
15,17,0.486206612778771,0.589408015657337,100
16,17,0.491791551181136,0.59734943536158,100
17,17,0.494708584983233,0.601445903737002,100
18,17,0.495027970939914,0.601722826604787,100
19,17,0.492831164627833,0.598243486703744,100
20,17,0.48820232837228,0.591107778700151,100
21,17,0.481221436714102,0.580450456102419,100
22,17,0.471960402179301,0.566438918429001,100
23,17,0.460483296631128,0.549270573873338,100
24,17,0.446850936971593,0.529169819047644,100
25,17,0.431129007614412,0.506384683069873,100
26,17,0.413397865074445,0.481183188196519,100
27,17,0.39376163557663,0.453849483322012,100
28,17,0.3723544412032,0.424679809899521,100
29,17,0.349342499439398,0.393978362138429,100
30,17,0.324922031172115,0.362053104665668,100
31,17,0.299313875660846,0.329211611181834,100
32,17,0.272756120149478,0.295756986994359,100
33,17,0.245495907165596,0.26198393668055,100
34,17,0.217781152796259,0.228175035549857,100
35,17,0.189852534140843,0.194597260079245,100
36,17,0.161935991297932,0.161498828144282,100
37,17,0.13423611319878,0.129106394731086,100
38,17,0.106930931108788,0.0976226429727703,100
39,17,0.0801686131621727,0.0672243039014026,100
40,17,0.0540662812538421,0.038060631345432,100
41,17,0.0287107892094755,0.0102523510436318,100
42,17,0.00416099972493157,-0.0161089045934384,100
43,17,-0.0195490233257327,-0.0409606724434544,100
44,17,-0.0424064595941722,-0.0642692495592563,100
45,17,-0.0644162626919904,-0.0860288109368936,100
46,17,-0.0855980970067596,-0.106260073657521,100
47,17,-0.105983855087823,-0.125008534104998,100
48,17,-0.125615766479057,-0.142342311726792,100
49,17,-0.144544953969186,-0.15834963902141,100
50,17,-0.162830188540168,-0.17313604300289,100
1,18,0.138926947407293,0.127940861875808,100
2,18,0.173731848595308,0.172537252787418,100
3,18,0.207688122931809,0.216579734933259,100
4,18,0.24064874259993,0.259714094622386,100
5,18,0.272444132027279,0.301590543961545,100
6,18,0.3028842447396,0.34186793301801,100
7,18,0.331762795789285,0.380217869958052,100
8,18,0.358863940308071,0.416328689156637,100
9,18,0.383971353029533,0.449909209477479,100
10,18,0.406879147897696,0.48069222801875,100
11,18,0.427403494417814,0.508437698560727,100
12,18,0.445393349138843,0.532935548675993,100
13,18,0.460738643122579,0.554008094897142,100
14,18,0.473374633136527,0.571512021396586,100
15,18,0.483281811170092,0.58533989422343,100
16,18,0.490481514775643,0.595421190160898,100
17,18,0.495027970939914,0.601722826604787,100
18,18,0.496997882203545,0.604249186404588,100
19,18,0.496478901929536,0.603041639236513,100
20,18,0.493558528891228,0.598177568672807,100
21,18,0.488315071188269,0.589768921555919,100
22,18,0.48081227751707,0.577960303463433,100
23,18,0.471098860933011,0.562926650848256,100
24,18,0.459213348659557,0.544870516752617,100
25,18,0.44519354018337,0.524019012725931,100
26,18,0.429088632879937,0.500620454636401,100
27,18,0.410971246237558,0.474940764376046,100
28,18,0.390946565157049,0.447259682952286,100
29,18,0.369156720327204,0.417866853082227,100
30,18,0.345779962317475,0.387057831118835,100
31,18,0.32102552535242,0.35513008891521,100
32,18,0.295125785058348,0.322379066063547,100
33,18,0.268327263783671,0.289094331832868,100
34,18,0.240881510850699,0.255555914093212,100
35,18,0.213036335571751,0.222030849586751,100
36,18,0.185027621201888,0.188770006135908,100
37,18,0.157072026411721,0.156005222825243,100
38,18,0.129361065947794,0.123946808930678,100
39,18,0.102057087686008,0.0927814364805442,100
40,18,0.0752914271648114,0.0626704549115812,100
41,18,0.0491646374089363,0.0337486494317262,100
42,18,0.0237483633109302,0.0061234575289365,100
43,18,-0.000911723788240277,-0.0201253493146885,100
44,18,-0.0247925082695479,-0.044945519114635,100
45,18,-0.0478900126886763,-0.0683117159352072,100
46,18,-0.0702163350522518,-0.09022447465067,100
47,18,-0.0917971407121209,-0.110708736102323,100
48,18,-0.112669733401506,-0.129811991500721,100
49,18,-0.132881563062284,-0.147602071107836,100
50,18,-0.152488914848045,-0.164164617844177,100
1,19,0.119083199867461,0.108319987034475,100
2,19,0.154189431725788,0.152595128445677,100
3,19,0.188536604775947,0.196474738252887,100
4,19,0.221990464203971,0.239616490502509,100
5,19,0.254393928025526,0.281680379223482,100
6,19,0.28556796038611,0.322332737258468,100
7,19,0.315314287661951,0.361250197197293,100
8,19,0.343420432693488,0.398123537081549,100
9,19,0.369667374287371,0.432661355180272,100
10,19,0.393839752744316,0.464593520626365,100
11,19,0.415737943841084,0.493674350013764,100
12,19,0.435190636920142,0.519685464134673,100
13,19,0.452066016482966,0.542438283821387,100
14,19,0.466279527007553,0.561776129273582,100
15,19,0.477796642239002,0.577575893215407,100
16,19,0.486629975593562,0.589749264644145,100
17,19,0.492831164627833,0.598243486703744,100
18,19,0.496478901929535,0.603041639236513,100
19,19,0.497665060025567,0.604162443725452,100
20,19,0.496481053187506,0.601659595526282,100
21,19,0.49300649398437,0.595620635390436,100
22,19,0.487301924149433,0.586165379187385,100
23,19,0.479406923726925,0.573443931339222,100
24,19,0.469344154634167,0.557634313679607,100
25,19,0.457128838402741,0.538939747146814,100
26,19,0.442781942317514,0.517585628828157,100
27,19,0.426344324281872,0.493816251311476,100
28,19,0.407888737900678,0.467891315000154,100
29,19,0.387527206085361,0.440082286954208,100
30,19,0.365412661358562,0.410668661887123,100
31,19,0.341735322651231,0.37993418214495,100
32,19,0.316715352001038,0.348163073803292,100
33,19,0.290593572643794,0.315636355435657,100
34,19,0.263621601010856,0.282628274643667,100
