date,sh600062_daily,sh600079_daily,sh600080_daily,sh600085_daily,sh600129_daily,sh600161_daily,sh600276_daily,sh688029_daily,sh688045_daily,sh688046_daily,sh688050_daily,sh688062_daily,sh688067_daily,sh688068_daily,sh688073_daily,sh688075_daily,sh688076_daily,sh688085_daily,sh688091_daily,sh688098_daily,sh688105_daily,sh688114_daily,sh688117_daily,sh688131_daily,sh688136_daily,sh688137_daily,sh688139_daily,sh688180_daily,sh688185_daily,sh688189_daily,sh688198_daily,sh688202_daily,sh688266_daily,sh688278_daily,sh688298_daily,sh688321_daily,sh688363_daily,sh688366_daily,sh688408_daily,sh688468_daily,sh688526_daily,sh688575_daily,sh688580_daily,sh688617_daily,sh688626_daily,sh688656_daily,sh688658_daily,sh688677_daily,sh688687_daily,sz000028_daily,sz000078_daily,sz000153_daily,sz000403_daily,sz000411_daily,sz000423_daily,sz000504_daily,sz000513_daily,sz000516_daily,sz000518_daily,sz000538_daily,sz000661_daily,sz000963_daily,sz300006_daily,sz300009_daily,sz300015_daily,sz300026_daily,sz300030_daily,sz300039_daily,sz300049_daily,sz300086_daily,sz300110_daily,sz300122_daily,sz300347_daily,sz300760_daily
2025-07-10,164.56,300.23,38.07,431.91,66.26,378.88,3757.74,103.76,33.29,15.08,125.99,31.73,22.47,298.32,88.4,90.73,54.63,24.46,125.79,6.43,24.01,62.98,69.32,147.28,47.25,40.61,32.56,37.4,61.37,15.96,144.57,99.38,116.0,71.98,51.39,32.67,52.58,75.04,73.11,8.05,17.19,22.08,68.92,639.54,44.03,136.52,26.04,55.65,28.19,143.19,54.29,56.11,191.1,37.05,583.72,31.52,383.33,230.59,20.57,1731.67,850.47,533.4,30.15,183.62,812.64,199.31,33.83,76.88,136.91,27.56,18.64,137.22,743.64,240.44
2025-07-11,165.9,301.08,38.07,433.49,66.17,378.11,3712.07,104.19,33.78,15.14,126.57,32.0,22.39,293.76,90.61,90.87,56.29,24.44,127.19,6.48,24.76,63.54,70.63,157.2,46.31,40.24,33.14,37.18,62.31,15.88,144.63,106.55,120.15,77.85,51.65,33.8,52.47,75.35,72.41,8.09,17.18,22.15,69.77,631.79,44.53,163.82,26.94,55.98,27.98,143.7,54.5,55.78,191.96,37.19,587.2,31.52,379.53,231.03,20.32,1733.83,855.5,537.28,30.77,181.41,818.53,198.81,32.18,77.12,137.93,27.71,18.75,136.89,764.58,243.12
2025-07-14,166.52,301.92,38.12,433.13,66.41,381.19,3732.29,102.44,34.3,15.64,125.03,31.18,22.78,288.11,94.15,93.53,56.34,24.59,119.28,6.6,24.6,63.0,75.04,168.28,47.13,43.51,32.77,37.99,62.15,18.77,143.6,102.73,126.01,76.79,52.08,33.98,52.33,75.11,72.57,8.17,17.47,22.12,69.98,626.07,44.79,157.05,27.18,56.31,28.52,143.93,54.7,56.62,192.39,37.63,577.44,31.24,391.95,232.36,19.98,1731.36,844.35,541.03,36.9,182.22,809.37,198.81,32.67,77.37,135.16,28.2,18.92,135.42,747.1,238.63
2025-07-15,165.99,300.37,37.65,430.58,65.19,375.8,3732.95,104.28,33.89,15.2,122.96,30.85,22.73,300.83,94.94,96.81,58.58,24.98,132.14,6.46,24.95,64.38,77.23,163.89,46.33,49.89,32.58,38.51,62.8,19.93,144.34,98.05,129.7,77.48,52.28,35.77,51.45,74.86,71.02,8.08,17.36,22.0,70.36,630.55,46.44,162.81,26.88,55.56,28.46,142.0,53.47,55.95,189.38,37.12,569.66,31.76,396.47,227.05,19.73,1719.3,833.86,543.3,35.29,186.64,798.9,195.31,32.18,76.03,132.87,27.41,18.48,134.35,736.31,236.5
2025-07-16,171.14,305.87,37.97,432.76,66.72,379.07,3732.95,108.34,34.21,15.0,123.99,31.11,22.99,303.2,89.19,96.6,59.56,26.01,129.31,6.66,24.86,65.24,79.41,156.36,49.65,46.65,32.82,38.77,63.13,19.3,147.57,97.52,127.0,77.88,52.97,34.8,52.46,75.52,76.81,8.15,17.85,22.15,71.96,625.6,46.97,143.3,27.28,55.5,28.8,143.13,54.09,56.7,193.25,38.04,574.42,32.21,436.11,227.93,20.15,1728.89,833.95,568.61,38.29,188.65,804.14,200.81,32.3,77.73,145.56,28.3,18.92,134.62,727.83,236.05
2025-07-17,170.52,312.08,39.38,434.71,67.42,379.46,3766.22,113.17,34.85,15.53,126.55,37.33,23.7,314.18,89.9,95.44,59.17,25.66,133.56,6.69,25.22,66.78,79.33,159.9,54.68,47.22,33.02,39.66,66.54,20.8,147.85,116.05,133.01,78.74,53.15,35.0,52.7,76.85,78.66,8.19,17.82,22.18,71.97,623.46,47.48,137.05,30.88,55.5,31.02,142.85,55.73,57.96,192.6,38.04,575.93,32.21,433.95,230.59,20.24,1738.47,860.53,588.29,38.21,197.49,817.22,202.81,33.0,78.95,147.64,29.23,19.2,136.42,748.13,238.83
2025-07-18,172.38,312.65,38.86,437.13,67.24,382.53,3833.41,114.4,35.03,15.46,127.75,36.3,24.24,312.61,89.3,96.08,59.33,26.09,131.22,6.62,25.48,65.71,85.49,159.26,54.56,46.56,33.35,39.16,68.35,21.43,147.63,118.14,133.48,77.5,53.32,35.95,52.49,77.21,77.07,8.37,17.75,22.49,71.47,621.04,47.74,136.37,32.75,56.23,33.62,143.47,55.11,57.71,192.5,38.14,578.72,32.52,426.56,231.92,20.07,1738.78,853.82,599.8,38.82,192.86,818.53,202.31,32.88,78.95,147.49,29.82,19.08,135.69,751.86,247.78
2025-07-22,172.47,311.1,39.75,439.81,68.16,383.5,3745.34,112.71,35.25,15.83,128.39,33.41,24.79,304.77,88.43,95.53,56.78,27.26,123.69,6.76,25.19,65.63,81.36,157.17,51.49,45.93,33.79,39.29,66.48,20.43,149.14,117.26,129.06,78.6,53.76,36.47,53.07,78.07,77.98,8.33,18.06,22.58,72.06,633.2,48.23,131.92,32.9,59.01,34.53,145.06,55.32,57.12,192.07,38.07,594.17,34.67,450.79,239.0,19.9,1747.44,864.06,588.83,37.67,188.85,828.35,203.3,32.59,80.29,150.22,32.23,19.2,137.29,734.9,248.53
2025-07-23,171.32,309.4,39.59,439.93,69.32,383.69,3727.07,113.93,35.37,16.12,131.93,33.42,24.15,289.24,88.04,95.56,58.9,27.78,120.97,6.79,25.39,65.52,79.77,164.68,50.73,46.14,33.97,37.69,66.52,19.97,149.02,127.61,127.51,78.03,53.56,35.03,53.03,78.22,76.26,8.3,18.32,22.6,67.61,629.88,47.45,131.19,34.58,58.85,33.87,144.72,55.11,56.7,191.31,37.7,592.31,36.41,440.42,241.21,18.98,1748.06,853.99,575.57,36.44,187.84,834.89,201.31,32.42,79.8,152.55,30.95,19.08,137.55,739.78,251.28
2025-07-24,173.36,313.36,39.75,443.69,70.52,397.92,3751.21,115.56,35.67,16.59,144.2,33.24,24.36,297.69,86.72,97.86,64.44,27.56,121.62,6.91,26.21,67.01,80.66,162.05,49.9,46.81,34.89,38.39,71.79,19.99,151.44,131.6,122.8,78.29,54.84,34.8,56.02,80.6,80.34,8.48,18.54,23.28,67.97,615.26,47.81,130.25,34.26,58.95,34.23,146.66,56.55,57.46,195.29,37.97,599.28,36.37,440.21,246.52,19.23,1763.83,880.5,576.11,38.13,192.26,874.15,208.8,32.75,82.97,152.62,37.14,19.58,165.08,770.87,255.2
2025-07-25,173.09,309.83,40.06,440.41,69.6,388.88,3679.45,129.15,36.19,16.51,140.26,32.71,24.99,285.72,87.71,99.53,66.6,28.96,117.49,6.92,26.45,69.28,82.39,163.03,48.61,47.74,34.58,38.0,71.25,19.5,153.56,128.02,116.48,78.05,54.49,33.69,55.05,80.47,79.78,8.55,18.64,23.4,68.92,614.44,48.17,127.26,33.13,63.43,34.88,146.2,56.14,58.04,196.05,38.04,592.2,38.04,428.82,246.96,19.31,1748.06,870.18,572.09,38.36,189.85,857.79,205.8,33.87,82.12,156.95,37.39,19.8,159.15,796.57,254.95
