date,sh600028_daily,sh600075_daily,sh600078_daily,sh600096_daily,sh600121_daily,sh600123_daily,sh600133_daily,sh600135_daily,sh600141_daily,sh600157_daily,sh600160_daily,sh600165_daily,sh600188_daily,sh600309_daily,sh600547_daily,sh601212_daily,sh601225_daily,sh601857_daily,sh601899_daily,sh688019_daily,sh688028_daily,sh688106_daily,sh688129_daily,sh688133_daily,sh688146_daily,sh688196_daily,sh688268_daily,sh688357_daily,sh688388_daily,sh688571_daily,sh688585_daily,sh688669_daily,sh688707_daily,sh688722_daily,sh688778_daily,sz000059_daily,sz000060_daily,sz000096_daily,sz000301_daily,sz000420_daily,sz000422_daily,sz000506_daily,sz000510_daily,sz000523_daily,sz000525_daily,sz300019_daily,sz300037_daily,sz300041_daily,sz300054_daily,sz300057_daily,sz300082_daily,sz300107_daily,sz300109_daily,sz300121_daily
2023-04-21,24.53,56.55,77.93,48.21,22.57,107.67,26.15,20.6,85.0,77.87,186.69,20.68,128.62,3668.63,564.28,2.95,27.01,11.16,27.21,365.51,33.25,28.58,13.76,120.38,49.09,57.77,98.46,97.3,40.65,8.09,8.37,24.24,36.98,17.62,69.06,12.41,196.11,22.87,29.11,26.27,175.14,16.46,69.78,21.01,67.87,121.25,323.77,88.09,374.41,19.93,69.39,50.01,113.76,67.36
2023-04-24,24.81,56.88,74.12,46.83,21.98,108.68,27.64,20.83,83.63,76.86,181.89,20.73,126.37,3599.6,549.76,2.9,26.65,11.21,25.98,353.39,30.74,28.64,13.8,117.29,51.0,56.54,90.16,94.74,40.18,7.93,8.31,23.86,36.44,17.84,64.29,12.27,192.17,22.9,28.4,25.73,171.75,15.11,69.09,20.88,64.52,124.45,324.02,89.73,374.54,19.8,70.8,50.98,113.04,68.55
2023-04-25,25.63,55.55,70.45,45.37,21.58,105.48,27.07,20.46,81.69,76.35,173.36,19.84,125.13,3738.84,559.88,2.88,26.53,11.67,26.37,348.87,29.34,27.63,13.55,114.51,45.4,53.05,87.15,96.95,38.39,7.9,8.09,23.51,33.81,17.23,62.2,12.14,189.41,22.58,28.33,25.53,165.51,15.35,66.25,20.61,61.55,125.57,310.42,86.63,364.23,19.19,65.66,46.6,110.03,58.37
2023-04-28,26.34,56.55,66.98,47.2,22.32,107.08,27.6,20.98,84.31,77.36,165.5,21.68,129.03,3656.73,565.38,2.92,26.83,12.08,26.26,378.83,32.22,28.35,13.95,130.06,53.11,54.86,86.1,114.09,39.12,8.17,8.35,23.95,35.38,18.23,63.22,12.48,199.67,23.27,29.06,26.68,168.9,14.21,69.43,21.34,65.14,127.43,309.79,96.35,341.68,18.96,66.74,48.45,110.25,59.56
2023-05-08,27.04,57.1,63.37,46.65,22.77,108.59,28.91,21.3,82.61,78.89,162.22,20.73,132.07,3546.84,582.98,3.03,28.63,13.14,25.92,336.42,29.72,27.5,13.82,123.24,45.48,52.75,78.65,104.89,38.7,8.33,8.2,23.49,32.9,17.88,62.06,12.44,202.03,24.01,28.58,27.16,171.21,14.0,69.09,21.88,61.24,128.09,293.58,94.59,320.04,18.49,66.41,47.67,114.79,59.12
2023-05-09,26.73,57.76,60.7,46.18,22.57,108.43,27.81,21.27,81.14,78.38,157.85,20.19,131.73,3560.33,564.72,3.04,28.64,12.39,25.08,325.06,29.39,26.27,13.63,114.29,45.7,52.08,78.19,99.71,37.91,8.27,8.04,22.79,31.83,17.9,61.21,12.16,200.85,24.1,28.23,26.55,169.44,13.42,66.48,21.54,58.2,125.28,284.43,92.22,317.59,18.1,65.0,46.99,110.34,58.99
2023-05-10,25.4,57.76,59.7,47.66,22.57,107.25,27.81,21.33,82.78,77.87,158.94,20.68,130.19,3565.88,558.12,3.01,28.02,11.9,24.73,319.75,29.55,26.05,13.63,112.76,43.9,52.43,75.17,99.3,39.01,8.33,7.98,22.98,32.44,17.45,62.49,12.37,200.45,23.75,28.49,26.41,185.04,13.06,67.39,21.54,55.31,126.04,303.12,94.59,317.98,18.67,66.16,47.19,109.58,58.81
2023-05-11,24.85,57.54,62.23,47.22,22.92,107.75,27.51,21.73,81.45,78.38,154.68,20.73,132.52,3530.58,547.56,2.99,27.98,11.68,23.91,317.97,29.43,26.06,13.77,114.19,43.48,52.95,75.14,101.13,39.39,8.41,8.18,23.25,32.56,17.47,64.82,12.23,198.88,23.72,28.44,26.55,176.9,13.15,67.5,21.81,56.56,124.37,300.76,93.68,311.79,18.54,66.99,47.97,110.39,58.93
2023-05-12,24.89,57.32,62.3,46.55,22.92,105.98,27.33,21.18,79.88,78.89,151.74,20.33,127.9,3480.99,527.76,2.94,27.61,11.49,22.48,318.7,29.01,25.1,13.73,108.53,41.68,51.83,73.55,98.58,38.8,8.41,8.06,23.13,31.94,17.15,63.76,11.96,190.59,23.78,27.06,25.87,172.43,12.85,66.59,21.88,53.75,122.1,300.0,92.04,306.0,18.25,66.33,47.58,114.52,58.3
2023-05-15,25.04,57.1,62.37,47.89,23.07,107.42,27.29,21.56,80.9,78.38,153.48,20.83,133.16,3512.73,530.84,2.94,28.09,11.44,22.74,328.67,29.8,25.49,14.18,111.3,43.92,52.67,77.9,100.21,39.47,8.37,8.22,23.44,33.12,17.42,71.67,12.12,195.72,23.61,27.57,26.07,174.33,13.09,66.93,24.08,51.1,124.07,313.54,95.14,313.08,18.59,67.24,47.77,115.42,58.68
2023-05-17,25.32,56.88,60.83,47.99,23.17,107.58,26.72,21.91,79.09,78.38,150.42,20.93,130.79,3470.68,527.32,2.88,27.64,11.44,22.52,317.86,31.09,25.45,14.18,110.82,44.47,53.64,81.66,99.0,39.18,8.46,8.37,23.7,33.22,18.08,71.07,11.62,193.75,23.55,27.23,26.75,170.8,12.88,64.89,23.41,52.19,123.99,317.51,94.95,328.8,18.83,66.91,48.06,115.42,59.12
2023-05-18,25.87,56.55,59.63,47.49,23.26,107.67,26.72,21.85,78.55,77.87,148.35,20.63,131.02,3455.6,546.46,2.88,28.09,11.81,22.72,320.54,31.4,25.31,14.27,109.09,44.2,53.7,82.56,98.9,38.62,8.68,8.45,23.81,32.56,17.94,69.08,11.39,194.14,23.38,26.61,26.48,168.76,13.06,65.91,22.88,54.76,122.55,306.72,94.71,333.05,18.83,66.66,48.36,113.17,59.37
2023-05-19,25.16,56.21,60.77,47.36,23.17,107.08,26.33,21.68,77.66,77.36,148.24,20.93,131.81,3451.24,540.74,2.86,27.83,11.53,22.29,330.51,31.68,25.88,14.2,109.74,45.25,53.52,86.96,97.49,38.88,8.7,8.45,24.11,32.33,18.06,68.47,11.19,192.17,23.18,26.49,26.27,168.22,13.12,66.82,22.54,57.5,123.77,313.21,94.29,344.39,18.75,66.66,48.45,114.74,59.43
2023-05-23,24.45,56.1,63.7,46.97,22.77,105.65,25.93,21.91,78.92,76.35,151.19,21.33,127.64,3482.97,530.4,2.79,27.2,11.26,21.84,318.18,32.7,24.95,14.24,108.57,43.4,53.6,83.99,98.35,38.95,8.59,8.51,24.29,32.41,18.19,68.2,10.98,186.25,22.87,27.19,25.46,167.68,12.28,68.07,22.94,63.42,125.51,314.3,93.42,339.36,18.83,66.24,48.74,114.74,60.44
2023-05-24,23.9,55.66,60.63,46.4,22.42,104.21,25.76,21.56,77.97,76.35,153.05,20.98,125.77,3479.4,539.2,2.81,26.45,11.06,21.88,329.98,32.79,25.5,14.47,105.11,46.73,53.76,87.34,99.62,38.63,8.43,8.55,24.36,32.03,18.22,67.61,10.98,183.88,22.73,27.39,24.98,168.09,12.64,68.53,22.21,64.13,125.81,311.79,94.45,352.25,18.8,66.16,48.55,120.76,60.38
2023-05-25,23.9,55.33,60.63,45.36,22.32,102.44,25.76,21.41,76.6,76.35,151.84,20.83,123.14,3440.13,529.96,2.78,25.72,10.96,21.54,334.61,32.8,26.23,14.4,104.31,46.77,53.56,86.21,100.95,38.66,8.43,8.49,24.29,31.95,18.16,68.05,11.05,181.12,22.73,27.46,24.98,164.94,12.28,67.84,21.81,64.52,126.49,313.27,96.36,349.8,18.64,65.58,48.45,119.5,59.69
2023-05-26,24.26,55.44,60.83,45.02,21.98,99.75,25.97,21.41,75.47,76.86,148.68,20.68,117.36,3486.61,546.9,2.79,24.58,10.89,22.11,343.99,32.79,26.78,14.34,105.67,45.59,53.36,86.62,97.35,37.54,8.45,8.53,24.25,30.87,18.12,68.44,11.1,183.49,22.84,26.91,24.71,166.85,12.22,68.75,21.94,66.31,127.71,315.45,94.29,349.8,19.12,65.25,49.13,118.92,59.94
2023-06-28,25.6,52.45,67.02,44.13,23.76,98.54,26.13,21.44,80.29,72.78,146.27,19.19,111.25,3586.84,519.62,2.73,24.81,11.88,24.28,296.26,31.28,26.79,13.84,92.79,41.05,49.61,78.69,92.15,36.81,8.46,8.07,23.38,30.43,18.03,68.38,11.31,187.79,22.9,26.68,23.21,155.91,11.62,70.12,21.21,72.4,125.66,331.89,91.5,314.33,19.88,62.27,46.78,108.54,59.05
2023-06-29,25.52,52.56,63.72,43.51,24.06,96.63,28.73,21.53,77.83,71.77,144.2,19.69,109.78,3552.48,525.34,2.71,24.54,11.77,23.63,294.63,32.38,26.88,14.06,87.29,41.14,50.45,79.01,94.02,37.13,8.67,8.22,23.94,30.5,18.19,67.66,11.26,186.18,22.9,26.65,23.96,153.86,11.68,70.0,21.21,72.79,126.42,327.59,92.7,316.66,20.8,61.85,47.37,111.7,60.08
2023-06-30,25.76,53.01,64.93,44.42,23.26,97.59,29.49,21.88,79.29,72.27,150.53,20.53,112.26,3550.06,516.54,2.74,24.94,11.77,23.67,301.51,32.92,28.14,14.32,85.46,42.2,50.44,81.78,94.87,39.1,8.71,8.32,23.95,31.67,18.54,70.24,11.48,191.42,22.9,27.35,25.25,157.01,11.89,70.12,21.61,74.27,129.22,333.11,93.97,319.24,22.12,62.77,48.15,113.85,61.36
2023-07-03,26.45,53.35,65.6,44.86,23.51,99.73,32.44,21.97,80.82,73.29,148.57,22.57,114.44,3539.55,528.42,2.78,25.44,12.33,24.84,299.79,32.48,27.77,14.61,91.27,42.38,50.77,82.37,94.87,39.79,8.68,8.35,24.03,32.95,18.28,69.75,11.59,194.64,23.07,27.65,24.91,159.61,12.07,69.43,21.94,77.31,130.13,327.52,95.17,313.69,22.96,63.35,48.45,113.49,62.71
2023-07-04,26.33,53.24,65.2,45.07,23.22,99.5,31.01,22.11,80.64,72.78,145.95,24.21,115.07,3532.28,523.36,2.77,25.75,12.28,24.57,303.65,33.27,27.99,14.82,93.12,42.68,50.22,81.16,94.94,39.1,8.72,8.39,24.11,34.04,18.19,69.76,11.55,193.84,23.24,27.69,25.05,160.84,11.86,68.41,21.88,77.0,130.13,327.39,95.65,308.53,22.86,63.68,48.55,112.11,62.39
2023-07-05,26.25,53.24,64.59,44.73,23.36,100.21,30.92,22.14,80.72,72.27,143.98,22.82,118.67,3489.03,526.66,2.83,26.08,12.28,24.57,296.39,32.64,27.78,14.83,90.42,42.09,49.85,79.86,94.97,38.76,8.71,8.35,24.19,34.2,18.19,68.4,11.64,212.38,22.98,27.58,25.18,161.25,12.19,67.5,21.68,80.82,129.37,320.53,94.05,301.55,23.2,63.51,48.35,112.3,62.2
2023-07-06,26.29,53.01,62.24,44.45,23.51,100.45,31.32,22.37,81.82,72.27,143.43,22.72,119.88,3472.46,520.28,2.82,26.2,12.22,24.17,290.84,32.55,27.55,14.84,89.37,42.2,49.42,78.79,94.88,39.19,8.75,8.34,24.38,33.8,18.03,67.87,11.55,207.54,23.1,27.42,24.98,159.61,11.68,67.84,22.41,81.99,127.4,319.37,93.73,306.2,22.67,64.42,48.55,112.57,61.81
2023-07-07,26.53,53.13,61.97,44.19,24.06,101.17,33.52,22.23,79.75,73.29,143.11,22.87,124.15,3451.85,516.32,2.84,26.23,12.18,24.05,287.92,32.11,26.85,14.78,89.26,41.34,48.92,78.69,94.63,37.38,8.81,8.34,24.07,32.86,17.89,67.33,11.53,207.54,23.36,27.28,24.98,159.33,11.59,68.18,21.94,80.82,126.72,316.48,93.18,302.97,22.93,64.09,48.74,112.43,61.81
2023-07-10,26.08,54.14,61.29,45.41,23.61,101.88,34.5,22.14,82.82,72.78,152.39,22.32,126.03,3528.24,527.54,2.83,26.31,12.03,24.03,290.52,31.88,26.5,14.83,87.99,41.49,50.02,78.9,94.21,37.62,8.82,8.3,23.9,34.06,17.72,68.7,11.55,207.94,23.5,27.65,24.64,163.57,11.53,67.62,22.48,80.74,127.4,319.05,94.21,296.39,22.12,63.76,48.84,112.57,62.32
2023-07-11,26.12,54.36,61.5,44.73,23.26,101.17,33.74,22.52,80.07,72.78,151.08,22.77,120.14,3617.15,548.66,2.84,26.1,12.04,24.65,290.84,32.7,27.54,14.91,94.13,42.68,51.16,79.93,95.45,37.88,8.89,8.47,24.24,34.49,18.15,68.99,11.66,207.54,23.99,27.76,24.71,162.07,11.77,67.62,22.41,78.25,128.01,320.85,94.53,304.78,22.12,64.5,49.34,111.7,62.65
2023-07-12,26.25,54.03,60.42,45.44,22.97,100.93,33.87,22.11,84.85,72.78,157.85,22.42,123.89,3671.71,554.38,2.84,26.03,12.26,24.88,282.19,32.32,28.01,14.9,92.25,41.84,51.12,76.57,94.62,37.51,8.79,8.39,24.12,33.69,17.82,68.13,11.51,205.53,24.04,27.83,24.3,164.39,11.53,66.25,22.21,78.64,128.54,323.86,94.21,295.36,21.12,64.5,49.04,105.93,62.9
2023-07-13,26.93,54.81,59.68,45.72,23.17,101.05,32.89,22.08,85.46,72.78,160.86,22.37,123.97,3704.04,563.18,2.86,25.89,12.99,26.07,282.72,32.64,27.39,14.88,94.52,43.86,51.18,78.25,96.73,37.8,9.17,8.3,24.38,33.97,18.16,69.06,11.55,209.15,24.16,27.9,24.64,165.76,12.67,66.59,22.61,78.56,129.3,327.39,95.8,302.33,21.3,64.42,48.94,105.43,62.97
2023-07-14,26.97,54.81,59.81,45.36,22.92,102.0,34.19,22.09,84.93,72.78,161.75,22.37,127.08,3683.03,556.58,2.87,25.82,12.99,26.19,287.55,32.48,26.09,15.09,95.66,43.49,51.21,76.8,93.33,36.11,9.04,8.63,24.43,33.08,18.02,68.27,11.55,211.97,24.36,27.65,24.44,163.03,12.7,67.28,22.21,78.56,127.93,322.39,96.84,305.81,21.09,63.68,48.84,104.65,63.48
2023-07-17,26.57,53.46,56.85,45.31,22.62,101.05,36.43,22.09,89.31,72.27,165.87,22.17,120.87,3656.35,561.2,2.85,25.37,12.81,25.69,283.64,31.95,26.12,15.07,92.9,42.63,51.44,76.32,92.49,35.78,9.11,8.66,24.43,32.42,18.25,67.38,11.31,211.17,24.36,27.51,24.71,164.12,12.67,67.16,22.14,77.08,127.55,319.43,94.13,303.49,21.12,64.17,49.24,105.38,63.1
2023-07-18,26.29,54.03,57.05,47.15,22.62,101.05,36.47,22.23,90.67,72.27,166.42,22.27,120.35,3677.77,564.07,2.84,25.1,12.7,25.82,281.3,31.89,26.25,15.11,94.0,42.38,51.81,75.7,92.99,35.18,9.26,9.06,24.53,32.3,17.93,67.11,11.37,212.78,24.67,27.65,24.84,172.33,12.82,66.71,22.14,79.26,128.46,320.14,93.34,300.91,20.8,65.17,49.53,104.33,63.29
2023-07-19,26.45,53.91,56.38,47.54,22.67,101.76,36.11,24.44,88.67,72.27,166.65,22.22,117.97,3683.83,571.34,2.87,25.2,12.83,26.21,282.25,31.48,25.91,15.15,94.61,42.45,52.04,74.54,90.97,34.88,10.19,8.72,24.44,32.02,17.42,65.8,11.3,220.84,24.85,27.53,24.71,170.14,13.79,66.03,22.08,77.93,126.42,317.89,93.89,299.88,20.41,64.67,49.43,103.32,62.84
2023-07-20,25.8,53.8,56.04,49.31,22.57,106.3,35.17,25.08,88.89,72.27,169.88,22.12,117.52,3728.29,564.95,2.86,25.34,12.64,26.26,275.59,31.08,25.35,15.11,94.42,40.18,52.06,74.21,90.45,34.75,9.64,8.52,24.35,32.11,17.26,65.25,11.2,222.45,24.56,27.28,24.57,171.64,13.61,65.0,21.88,77.78,125.89,318.47,91.03,293.42,19.93,64.92,49.34,103.28,62.45
2023-07-21,25.76,54.03,54.63,48.53,22.47,104.15,35.44,23.74,91.74,72.27,176.55,21.93,115.45,3702.42,559.21,2.86,25.07,12.63,26.09,271.6,30.97,25.02,15.03,95.14,40.43,51.75,73.62,90.26,34.8,9.55,8.35,24.12,31.74,17.29,64.88,11.3,227.29,24.64,27.21,24.57,169.59,12.85,64.66,22.41,77.54,122.25,316.8,89.83,292.0,19.7,65.75,49.24,103.69,63.8
2023-07-24,25.76,54.59,53.28,46.68,22.23,102.6,34.1,22.93,88.24,72.27,171.21,21.78,113.52,3718.19,564.07,2.85,24.93,12.55,25.88,271.86,30.45,25.2,15.13,94.27,40.14,52.25,73.23,88.56,34.05,9.42,8.48,24.19,31.66,17.34,64.47,11.24,224.87,24.87,26.79,24.23,164.67,12.61,65.0,22.21,73.64,121.57,309.36,89.12,296.26,19.51,64.5,49.43,105.15,62.84
2023-07-25,26.16,54.7,54.36,46.92,22.77,104.03,33.96,23.1,88.71,73.29,169.54,22.17,115.26,3834.58,556.12,2.89,25.62,12.66,26.94,276.49,31.07,25.59,15.23,93.76,40.61,53.38,74.76,90.35,35.1,9.33,8.68,24.47,31.71,17.59,65.52,11.48,226.08,24.59,27.88,24.91,166.44,12.64,65.68,22.48,74.27,124.75,310.9,90.95,296.26,20.09,64.75,49.93,104.56,64.83
2023-08-10,25.11,54.7,61.09,47.34,22.52,106.53,32.53,21.59,82.75,76.86,182.01,21.23,116.68,3910.16,553.48,3.01,25.81,12.48,26.51,268.62,30.09,25.87,15.0,88.83,38.48,53.72,65.85,88.84,35.26,9.07,8.16,23.93,30.74,16.3,63.8,11.73,225.67,24.82,29.45,24.03,168.5,14.48,64.21,23.21,74.03,124.52,320.2,87.04,304.78,19.17,64.42,49.83,96.0,60.46
2023-08-11,24.63,54.03,59.68,46.48,21.83,103.67,31.95,21.3,80.86,75.33,183.57,20.93,113.97,3839.43,538.26,2.94,25.13,12.28,26.03,261.96,29.61,25.08,14.75,86.89,37.35,52.43,64.35,87.2,34.17,8.93,7.95,23.64,29.7,16.26,61.95,11.44,220.84,24.13,28.64,23.55,166.31,13.91,63.64,22.88,72.32,124.22,312.5,86.01,298.2,18.83,63.35,49.14,94.76,59.31
2023-08-14,24.71,53.69,58.46,46.22,21.78,103.08,32.08,21.45,80.5,75.84,185.91,20.98,111.72,3814.78,540.68,2.92,25.02,12.36,25.65,265.05,29.57,25.51,14.89,85.16,37.59,51.48,63.68,85.55,32.97,9.11,7.9,23.3,29.05,16.11,61.94,11.5,220.03,24.39,28.16,23.76,163.16,13.97,63.64,23.01,72.86,126.04,307.94,85.53,296.78,19.04,63.35,49.73,94.35,59.43
2023-08-15,24.99,53.69,57.25,45.23,21.83,103.31,32.22,21.33,79.04,74.82,183.46,20.68,111.46,3824.48,534.28,2.92,25.03,12.36,25.65,254.15,29.23,24.83,14.88,84.68,37.06,50.6,60.27,83.59,32.48,9.04,7.9,23.48,28.08,15.91,60.62,11.5,219.63,24.5,27.97,23.69,161.52,13.03,63.98,22.88,71.07,123.84,302.74,83.62,288.52,18.59,62.43,49.53,93.71,59.05
2023-08-16,24.58,53.46,58.94,44.89,21.78,102.84,31.82,21.12,78.5,74.82,181.34,20.53,109.85,3788.1,532.3,2.9,24.99,12.06,25.38,255.18,28.66,24.62,14.42,83.94,36.35,50.49,59.12,82.86,32.39,8.84,7.79,23.28,27.9,15.78,59.07,11.28,217.21,24.19,27.53,23.35,160.84,13.03,63.41,22.54,70.13,123.23,306.92,83.3,284.77,18.35,61.52,49.24,92.79,58.73
2023-08-17,24.79,53.8,59.0,44.84,21.83,102.96,32.08,21.42,78.0,74.82,178.34,21.13,110.23,3765.47,535.83,2.92,24.85,12.12,25.59,255.27,29.1,25.01,14.69,84.89,37.41,51.76,60.38,84.03,32.58,9.13,7.94,23.62,28.09,16.07,59.4,11.35,217.21,24.24,27.44,23.76,161.25,12.97,62.96,22.68,66.93,123.92,318.6,84.5,283.74,18.72,62.02,50.12,93.48,59.56
2023-08-18,24.58,53.46,60.01,43.87,21.63,102.24,31.14,21.15,77.18,74.31,179.56,20.88,108.56,3710.1,525.68,2.87,24.96,12.11,25.15,254.08,29.01,26.25,15.0,84.53,37.25,51.32,60.77,84.51,31.75,9.14,8.25,23.79,27.36,16.33,59.09,11.09,214.39,24.21,26.86,23.48,157.14,12.94,62.05,22.34,70.29,122.25,314.81,82.66,276.64,18.33,61.44,49.83,90.41,58.79
2023-08-21,24.46,53.01,59.41,43.72,21.43,101.29,30.74,21.01,77.04,73.29,177.45,20.38,106.56,3697.57,522.81,2.85,24.6,11.92,24.94,250.66,28.5,25.74,15.07,82.98,36.53,49.66,60.8,83.96,31.74,9.13,8.03,23.57,26.76,16.15,58.19,11.04,213.59,24.1,26.35,23.21,155.23,12.97,60.57,22.14,69.51,121.34,309.16,81.55,279.48,18.3,60.7,49.43,90.14,57.89
2023-08-22,25.11,52.68,58.46,43.54,21.58,101.76,31.28,21.04,76.93,73.29,176.55,20.38,108.69,3760.22,537.81,2.87,25.08,12.18,25.84,255.03,28.28,25.61,14.84,81.94,36.51,50.14,61.6,73.28,31.46,9.0,7.87,23.19,26.43,16.32,58.19,11.04,216.0,23.73,26.35,23.01,153.73,13.76,60.12,21.81,70.52,119.75,311.15,81.47,278.19,18.27,60.2,48.15,90.46,57.89
2023-08-23,25.07,52.23,56.38,43.59,22.47,104.03,30.79,20.63,75.51,73.8,173.77,19.89,110.1,3696.36,539.14,2.82,25.51,12.22,25.34,246.93,27.75,24.53,14.58,79.99,35.03,49.07,59.05,73.5,30.45,8.86,7.7,22.78,25.11,14.77,56.69,10.97,210.36,23.64,26.12,22.6,153.18,13.3,58.3,21.41,67.09,117.55,300.05,81.23,268.38,17.96,58.71,47.46,88.03,57.44
2023-08-24,24.87,51.78,56.24,43.56,21.58,103.79,29.89,20.69,76.08,73.29,171.99,19.94,107.78,3753.75,572.89,2.86,25.41,12.07,26.01,250.95,27.62,24.43,14.02,81.04,35.22,49.97,59.5,75.3,30.32,8.82,7.64,22.74,25.44,14.75,57.16,10.86,212.38,23.5,26.14,22.53,153.18,14.63,58.75,21.48,66.7,118.99,301.01,84.1,269.02,17.77,58.71,47.07,87.3,57.25
2023-08-25,24.95,51.55,54.22,42.7,20.99,102.12,29.98,20.31,75.86,72.78,172.1,19.74,106.88,3750.52,568.04,2.82,25.39,12.15,25.61,242.57,26.72,24.01,13.98,79.25,33.72,50.87,58.02,89.79,29.95,8.74,7.46,22.41,25.15,14.77,55.64,10.73,208.75,23.5,26.26,22.26,152.08,14.45,58.3,21.34,63.66,117.47,307.88,78.52,264.12,17.62,58.71,46.68,86.29,57.25
2023-08-28,25.11,51.89,54.42,44.06,21.43,104.98,30.7,20.6,75.86,73.8,170.99,20.24,112.17,3770.73,566.71,2.88,26.29,12.34,25.28,236.15,27.0,23.69,14.14,79.11,34.28,50.57,60.07,92.34,29.6,8.96,7.57,22.47,24.85,15.19,55.77,11.02,213.59,23.93,26.28,22.94,152.08,14.6,58.41,21.61,63.27,118.01,300.75,80.12,256.24,17.4,59.78,47.86,87.44,57.89
2023-08-29,24.71,52.34,56.11,44.73,21.68,104.51,31.77,21.07,77.29,74.82,176.11,20.29,110.1,3775.98,570.9,2.87,25.89,12.22,25.15,252.43,29.94,25.89,15.12,81.97,36.44,52.28,65.37,88.13,30.64,9.44,8.11,23.61,23.97,16.06,57.94,10.88,211.17,24.1,26.56,23.14,153.86,15.05,59.09,22.01,65.92,120.51,316.61,83.38,268.12,18.01,60.28,49.04,91.88,58.98
2023-08-30,24.63,51.55,56.31,44.71,21.38,102.36,30.83,21.12,76.01,74.31,178.34,20.09,110.43,3784.87,581.05,2.85,25.89,12.23,25.92,261.83,30.51,26.74,15.27,86.99,37.77,52.06,66.75,88.03,31.01,9.55,8.39,24.08,24.07,16.2,58.29,10.55,205.12,23.99,26.63,22.8,153.04,14.66,59.89,21.74,65.92,120.96,310.25,83.78,271.35,17.85,59.95,49.24,92.02,60.53
2023-08-31,24.58,51.55,57.72,44.86,21.48,102.24,29.18,21.04,72.44,74.31,182.45,19.64,111.07,3788.91,578.62,2.83,25.76,12.22,25.74,285.81,31.6,27.34,15.33,86.29,38.9,51.68,67.43,83.74,30.52,9.54,8.43,24.08,23.81,16.2,57.7,10.46,201.09,23.7,26.63,22.19,153.18,14.87,58.3,21.34,65.3,121.72,308.01,85.93,274.57,17.88,59.04,49.14,92.93,60.08
2023-09-01,24.75,53.58,58.6,45.57,21.93,107.49,29.71,21.01,73.83,74.31,179.0,19.79,119.19,3903.29,579.07,2.89,27.37,12.23,26.65,288.19,31.39,27.33,15.31,85.61,38.47,51.88,66.99,77.08,30.49,9.68,8.45,24.1,23.64,15.98,57.46,10.75,208.35,24.21,26.72,22.19,154.96,14.24,58.07,21.41,68.57,121.64,311.73,83.86,270.44,17.93,58.87,49.04,92.89,60.85
2023-09-04,25.52,55.15,61.02,46.66,22.52,110.83,29.8,21.36,78.0,75.84,183.68,20.33,122.93,3950.98,572.23,2.98,28.08,12.53,27.48,290.0,31.89,27.37,15.5,83.33,38.46,51.87,67.4,77.55,30.98,9.75,8.44,24.18,24.74,15.63,59.03,11.4,220.44,24.99,27.53,23.28,160.43,15.65,60.12,21.88,70.37,124.45,312.63,86.81,271.61,18.27,60.45,50.02,94.53,61.94
2023-09-05,25.68,54.7,60.22,46.32,22.77,110.35,29.04,21.36,77.08,75.84,181.23,20.14,123.58,3926.32,569.58,2.94,28.29,12.53,27.38,292.67,31.66,27.39,15.32,82.35,39.04,51.51,68.07,75.93,31.09,9.65,8.38,24.03,24.48,15.5,58.56,11.24,219.23,25.07,27.26,23.14,160.84,15.05,59.66,21.54,71.23,124.83,311.28,89.35,275.22,18.46,60.61,50.22,94.12,61.94
2023-09-06,25.56,54.03,59.95,46.22,22.67,111.19,28.95,21.65,78.47,74.82,178.56,21.08,126.86,3901.27,563.4,2.91,28.18,12.74,27.19,309.03,31.85,27.97,15.72,82.35,40.22,52.48,72.47,75.98,31.61,9.82,8.45,24.18,24.69,15.71,59.32,11.28,219.23,25.5,27.28,23.35,163.03,14.99,60.57,21.88,70.29,126.27,312.63,92.94,290.97,18.35,61.85,50.62,94.4,62.07
2023-09-07,25.56,53.24,59.95,45.7,22.27,111.19,28.5,21.15,76.58,73.29,178.34,20.43,127.06,3884.29,563.62,2.87,28.39,12.99,27.09,288.38,31.31,27.41,15.39,80.49,39.01,51.87,69.15,74.09,30.75,9.66,8.32,23.83,24.23,15.32,59.06,11.09,214.39,25.45,27.07,22.87,159.74,14.57,59.32,21.48,68.73,125.36,303.51,88.96,277.8,17.83,60.36,49.93,92.66,60.91
2023-09-08,25.23,53.69,60.42,45.12,21.78,108.21,28.68,21.15,75.26,72.78,178.34,19.29,124.03,3821.24,573.55,2.87,28.1,12.7,26.82,294.16,31.63,27.37,15.36,81.25,39.4,51.14,72.1,72.65,31.01,9.59,8.37,23.91,24.36,15.52,59.2,11.0,215.6,25.25,27.0,22.8,159.33,14.84,59.43,21.28,69.04,124.45,307.3,89.35,280.38,18.04,60.36,50.02,91.01,60.46
2023-09-18,24.91,54.25,57.12,45.85,22.87,113.45,29.04,21.12,75.43,73.8,174.44,19.29,135.63,3762.64,575.32,2.96,28.69,12.97,27.21,299.75,30.94,26.57,15.4,77.42,37.27,54.46,67.06,74.7,30.43,9.69,8.26,23.91,24.89,14.77,60.22,11.17,218.42,25.53,26.95,22.53,157.01,15.68,59.77,22.01,69.98,124.3,281.11,84.97,270.57,17.91,60.7,49.93,91.1,63.1
