date,sh600008_daily,sh600167_daily,sh600168_daily,sh600187_daily,sh688021_daily,sh688057_daily,sh688063_daily,sh688069_daily,sh688087_daily,sh688096_daily,sh688101_daily,sh688303_daily,sh688309_daily,sh688466_daily,sh688565_daily,sh688718_daily,sh688737_daily,sz000027_daily,sz000035_daily,sz000068_daily,sz000155_daily,sz000159_daily,sz000407_daily,sz300004_daily,sz300014_daily,sz300021_daily,sz300040_daily,sz300048_daily,sz300055_daily,sz300056_daily,sz300070_daily,sz300072_daily
2023-04-21,26.08,23.29,13.99,13.68,24.5,16.78,249.63,45.58,36.45,13.09,13.74,51.25,23.65,20.13,10.73,16.07,37.01,144.48,21.81,7.55,22.65,23.56,45.31,21.89,1119.16,55.85,35.39,42.0,63.95,39.12,99.72,74.4
2023-04-24,26.08,23.33,13.89,13.74,24.29,16.66,221.29,45.64,36.37,12.98,13.59,50.69,23.23,21.16,10.71,16.28,36.2,145.4,21.62,7.62,23.3,23.66,45.55,21.97,1105.61,56.61,34.78,43.33,63.39,39.12,102.32,74.4
2023-04-25,25.99,23.29,13.89,13.46,23.86,16.15,213.5,44.07,35.0,12.62,13.25,48.85,23.44,21.62,10.59,15.46,34.97,144.94,21.29,7.41,22.11,23.21,44.82,21.77,1076.38,54.31,33.73,42.58,62.18,37.75,101.39,72.15
2023-04-28,26.52,24.07,14.17,14.47,27.0,16.28,243.07,43.11,36.58,13.4,13.87,45.17,24.08,19.05,11.08,16.84,39.13,147.93,21.76,7.59,22.94,24.33,45.8,22.01,1168.54,56.61,35.45,43.75,65.08,39.42,101.76,73.99
2023-05-08,27.85,26.19,14.34,14.52,25.55,16.69,231.78,42.19,34.14,14.3,13.89,42.96,22.55,18.57,11.16,16.82,38.89,155.08,22.28,7.16,22.83,24.94,46.79,22.25,1139.66,58.48,35.82,44.66,66.05,39.24,103.81,75.62
2023-05-09,27.85,26.66,14.34,14.41,25.08,16.63,223.1,40.38,32.96,13.99,13.8,42.19,21.11,18.32,10.92,16.37,37.63,153.92,22.56,7.05,22.62,24.04,46.42,22.01,1117.56,57.93,35.27,44.25,65.73,37.69,117.76,75.83
2023-05-10,27.93,26.62,14.38,14.47,26.65,16.71,227.98,40.34,33.46,13.97,13.85,42.38,21.32,18.59,11.13,16.57,39.91,153.69,22.61,7.05,23.03,23.75,46.42,22.13,1158.02,56.94,36.31,45.83,66.29,37.33,114.6,78.08
2023-05-11,28.38,27.17,14.45,15.93,26.67,16.74,232.86,40.35,33.8,14.06,14.17,42.3,21.04,18.87,11.5,16.97,39.07,158.99,22.66,7.14,23.22,23.37,47.15,22.21,1212.22,56.61,36.44,46.75,66.61,39.48,112.37,78.08
2023-05-12,28.11,27.65,14.45,15.31,25.73,16.7,227.73,39.33,32.51,14.06,14.03,42.55,20.73,18.67,11.28,16.63,38.35,158.76,22.52,7.02,22.83,23.46,46.91,21.97,1192.79,55.63,36.44,47.33,66.7,42.88,108.46,77.05
2023-05-15,28.29,27.72,14.48,15.31,26.42,16.81,236.63,40.7,32.86,14.15,14.12,43.54,21.2,18.68,11.36,17.06,40.12,157.84,22.56,7.05,24.49,23.53,47.03,22.17,1254.29,56.07,37.3,46.66,67.26,43.84,108.09,77.67
2023-05-17,27.93,27.72,14.48,16.04,26.44,17.07,228.55,40.28,32.94,14.62,14.28,43.39,21.1,19.66,11.69,17.2,40.74,157.38,22.94,7.18,24.11,23.5,47.4,22.58,1231.11,55.63,39.88,48.08,66.86,42.46,108.46,76.24
2023-05-18,27.67,28.19,14.41,15.59,26.42,17.17,223.63,41.24,32.71,14.6,14.36,42.97,21.2,20.1,11.72,17.18,40.7,156.92,22.85,7.18,23.7,23.24,47.4,22.87,1214.53,57.31,38.96,49.25,66.05,42.34,107.16,76.24
2023-05-19,27.31,28.04,14.31,15.7,25.93,17.18,222.29,41.2,32.89,14.54,14.25,43.16,21.33,19.98,11.63,17.3,40.01,154.85,22.52,7.02,23.41,23.3,46.91,22.87,1212.04,55.63,38.34,49.33,65.73,42.7,104.55,76.44
2023-05-23,26.7,27.96,14.15,15.25,26.73,17.0,217.09,41.31,33.77,14.58,14.14,43.69,20.5,20.41,11.76,17.16,39.19,154.61,22.47,7.8,23.44,24.49,46.42,22.62,1194.75,55.29,38.59,47.33,64.52,42.52,102.51,77.87
2023-05-24,26.43,27.84,14.08,15.36,26.95,17.03,221.45,41.3,33.54,14.53,14.1,44.2,20.64,20.5,11.79,17.25,38.57,152.54,22.99,7.73,23.03,23.66,46.29,22.66,1200.99,57.98,38.96,47.58,64.11,42.94,100.83,76.65
2023-05-25,26.25,28.04,14.08,15.53,26.64,17.13,227.65,41.39,33.17,14.64,14.17,43.86,21.38,20.38,11.8,17.23,38.39,154.15,22.8,7.69,23.01,23.85,47.15,22.87,1208.65,57.42,40.18,47.58,64.44,43.6,101.77,75.83
2023-05-26,26.7,28.08,14.22,15.81,26.2,17.15,218.31,41.79,33.22,14.59,14.29,42.61,22.03,20.83,11.79,17.15,38.32,155.31,22.99,7.69,22.39,23.69,46.91,22.99,1177.1,58.98,39.39,48.66,63.95,42.76,104.39,75.42
2023-06-28,26.53,27.76,13.85,15.76,24.78,16.2,197.78,42.03,32.1,14.2,13.46,44.09,20.15,18.99,11.45,16.38,38.01,159.7,21.39,6.61,22.39,23.17,44.82,21.81,1039.35,54.73,38.71,49.75,56.78,41.15,99.71,68.67
2023-06-29,26.35,27.1,13.89,15.87,25.8,16.51,190.47,42.47,32.6,14.47,13.61,43.97,20.6,19.67,11.69,16.75,38.24,157.58,21.15,6.64,22.09,22.98,44.69,22.05,1023.08,55.51,38.77,49.83,56.53,41.63,99.34,68.47
2023-06-30,26.62,27.37,14.03,16.32,26.46,16.68,198.99,42.8,33.66,14.58,13.88,44.13,20.9,20.14,12.04,17.31,39.31,155.23,21.53,6.82,22.56,22.85,44.94,22.01,1081.35,55.63,38.9,49.83,58.07,42.7,100.27,69.9
2023-07-03,26.72,27.06,14.15,16.15,26.91,16.8,210.28,41.73,33.53,14.57,13.91,44.62,21.3,20.32,11.94,17.79,40.18,156.64,21.76,6.91,22.7,22.69,45.06,22.13,1080.46,56.19,39.08,49.25,58.87,43.78,100.64,71.54
2023-07-04,26.53,26.66,14.2,16.09,28.1,16.86,204.13,41.41,33.83,14.63,13.94,43.81,21.74,20.44,12.03,18.08,41.54,153.82,21.25,6.96,22.73,23.08,45.18,22.3,1072.95,56.07,39.33,48.41,58.55,43.3,99.52,71.54
2023-07-05,26.53,26.43,14.17,15.2,27.66,18.05,201.25,41.59,33.4,14.52,14.01,43.17,21.37,20.57,12.07,18.15,42.46,151.93,21.39,7.02,23.64,22.47,45.18,22.21,1067.77,56.41,39.08,48.33,58.55,43.36,99.71,71.33
2023-07-06,26.25,26.18,14.1,15.03,27.43,18.97,199.75,41.59,33.5,14.49,13.93,42.95,21.08,20.34,12.07,18.37,43.84,152.87,21.29,6.96,23.34,22.14,44.94,22.25,1040.06,55.85,38.9,48.16,58.47,43.24,99.9,71.33
2023-07-07,26.53,26.26,14.17,15.08,26.92,18.55,193.82,41.89,33.77,14.44,13.92,43.15,20.97,20.68,11.89,18.05,43.15,154.29,21.39,6.98,23.17,22.18,45.18,22.13,1016.83,56.3,38.71,48.0,59.36,43.84,99.52,71.54
2023-07-10,26.53,26.86,14.27,15.31,26.83,18.57,202.13,41.59,34.0,14.3,13.87,44.07,20.87,21.08,11.83,18.32,43.27,156.17,21.39,7.07,23.74,22.11,45.55,22.01,1060.62,57.08,39.39,48.58,59.28,44.14,100.08,71.54
2023-07-11,26.62,27.07,14.27,15.31,27.16,18.48,199.24,41.41,34.04,14.47,13.99,43.97,21.05,21.34,12.11,18.62,43.52,155.7,21.53,7.12,23.5,21.82,45.68,22.3,1065.8,57.19,39.14,48.33,61.05,43.48,99.9,71.54
2023-07-12,26.35,26.62,14.17,15.14,27.11,18.39,199.92,41.29,33.53,14.24,14.12,43.97,20.8,20.88,11.92,18.28,43.1,154.29,21.39,7.02,23.2,21.11,45.31,22.01,1049.71,56.52,39.52,48.25,59.2,43.72,96.9,70.72
2023-07-13,26.62,26.95,14.2,15.2,27.1,18.35,203.33,41.83,33.64,14.26,14.18,44.38,20.91,20.92,11.94,18.49,43.37,163.71,21.53,7.23,23.28,21.56,45.55,22.09,1043.64,56.75,39.83,48.5,60.08,42.76,98.4,71.33
2023-07-14,26.44,26.74,14.24,16.15,27.06,18.3,200.94,41.85,33.15,14.35,14.09,43.88,20.72,20.79,12.01,18.57,43.01,161.59,21.29,7.43,22.89,22.08,45.93,22.13,1029.16,56.86,38.96,47.5,59.92,42.11,99.52,71.13
2023-07-17,26.53,27.19,14.69,16.21,26.92,18.27,195.38,41.71,32.94,14.55,14.36,43.93,21.19,21.61,11.92,18.34,43.2,161.12,21.62,7.91,23.01,21.73,45.93,25.19,1015.4,56.97,39.45,48.0,60.49,45.93,100.27,71.94
2023-07-18,26.53,27.51,14.85,15.98,27.01,18.35,194.5,41.85,32.88,14.6,14.28,44.4,21.54,21.25,11.97,18.72,43.74,160.41,22.19,8.01,22.97,21.79,45.93,24.01,1013.43,56.97,39.21,48.0,59.6,44.97,99.9,72.15
2023-07-19,26.9,27.23,14.83,15.98,26.99,18.42,191.12,41.49,32.67,14.64,14.24,44.21,22.14,21.82,12.06,18.72,43.83,160.41,22.09,8.03,22.92,22.11,46.17,23.36,1001.81,57.64,38.65,47.25,59.92,44.67,99.71,71.54
2023-07-20,26.62,26.82,14.62,15.65,26.74,17.86,189.68,40.5,32.05,14.44,14.06,44.29,21.23,21.02,11.86,18.45,42.47,158.06,22.0,7.91,23.28,21.69,45.8,22.74,994.84,56.63,38.15,46.5,59.2,43.48,99.15,70.92
2023-07-21,26.81,27.11,14.64,16.04,26.62,17.46,187.15,40.7,31.47,14.44,14.05,44.19,21.34,20.7,11.79,18.15,42.23,158.76,22.05,7.96,23.0,21.73,46.05,22.83,999.49,57.42,37.72,46.25,59.03,42.7,99.34,70.92
2023-07-24,26.9,27.35,14.76,15.7,26.68,17.67,176.24,40.44,30.82,14.58,14.1,43.97,21.33,20.39,11.83,18.23,42.21,158.76,21.95,8.07,22.09,21.92,45.8,23.03,976.61,56.75,37.72,45.83,58.95,41.63,100.27,71.13
2023-07-25,27.09,27.31,14.8,15.98,27.12,18.44,176.79,41.47,31.38,14.69,14.32,44.31,21.46,20.47,11.97,18.35,43.09,159.0,22.42,8.14,22.56,22.14,46.17,23.4,1016.47,57.19,38.21,46.91,60.57,42.11,101.21,72.15
2023-08-10,27.64,27.11,15.01,15.93,24.66,17.66,167.43,42.78,33.29,14.02,14.07,43.97,23.13,20.08,11.94,16.33,40.26,159.7,25.1,8.23,22.53,21.66,47.41,22.83,1058.83,58.09,36.91,46.16,60.89,40.73,103.64,73.17
2023-08-11,27.09,26.42,14.76,15.48,24.42,17.33,160.37,41.65,32.44,13.87,13.83,43.52,22.03,19.85,11.66,16.17,39.57,156.17,24.54,8.32,22.04,21.5,45.55,22.54,1027.73,56.41,36.17,45.16,59.6,40.37,101.39,71.33
2023-08-14,26.99,26.54,14.85,15.59,24.3,17.29,159.28,41.61,32.63,13.93,13.81,43.37,22.32,19.86,11.7,15.9,39.59,156.41,24.91,8.3,21.9,21.44,45.8,22.91,1011.64,56.3,36.35,45.41,59.2,40.31,101.02,71.74
2023-08-15,27.18,26.86,14.85,15.65,24.16,17.14,155.68,40.82,32.23,13.93,13.71,42.86,22.5,19.71,11.67,15.79,38.78,157.11,25.43,8.23,21.6,21.34,45.43,22.74,1001.45,55.85,36.04,44.66,58.79,39.84,100.83,71.13
2023-08-16,27.09,26.74,14.85,15.53,24.03,16.93,154.17,40.4,31.76,13.74,13.64,42.5,22.68,19.58,11.56,15.7,39.05,156.64,25.48,8.3,21.6,20.95,45.18,22.42,990.37,55.29,35.55,44.16,58.63,39.6,100.83,69.9
2023-08-17,27.18,26.78,14.99,15.87,24.33,17.33,154.1,40.72,32.05,14.05,13.8,42.78,23.31,20.33,11.82,16.03,39.4,153.58,26.09,8.35,21.71,20.92,45.55,22.7,983.94,56.3,36.1,45.33,58.79,39.96,101.58,70.31
2023-08-18,27.36,26.78,14.99,15.7,24.24,17.63,154.46,41.35,33.05,14.36,13.9,43.51,22.9,20.9,12.13,16.21,39.78,154.05,25.67,8.58,21.26,20.92,45.68,22.7,970.53,56.41,35.73,44.5,59.84,40.13,103.45,70.92
2023-08-21,27.64,26.9,15.22,15.87,24.5,17.84,149.43,41.83,33.22,14.58,14.09,43.31,22.87,21.78,12.28,16.08,39.94,153.11,25.29,8.64,20.76,20.79,46.3,22.7,941.76,56.3,35.36,43.16,60.0,41.09,104.76,70.11
2023-08-22,27.46,26.82,15.04,15.7,24.65,17.55,148.63,41.89,33.2,14.45,14.04,43.99,22.58,21.99,11.92,15.75,39.29,152.64,25.38,8.62,20.27,20.44,45.43,22.46,926.92,56.07,35.3,43.0,59.44,39.48,100.83,69.08
2023-08-23,27.73,26.5,15.01,15.87,24.56,17.8,143.35,41.87,32.12,14.51,15.68,43.77,22.24,22.57,12.44,15.8,38.74,152.17,25.1,8.51,19.55,19.86,44.94,22.05,889.57,56.41,34.74,42.25,60.4,39.36,105.88,68.67
2023-08-24,27.27,26.46,15.01,16.09,24.47,17.42,146.91,40.5,33.43,14.02,15.75,43.75,22.43,22.28,12.43,15.55,38.91,151.7,24.91,8.37,19.52,19.86,44.44,21.89,893.14,55.4,34.55,42.75,58.15,39.06,109.25,68.27
2023-08-25,27.83,26.7,15.25,17.72,23.37,17.59,147.88,41.99,34.46,14.12,16.55,43.89,22.05,25.38,12.23,17.15,37.01,152.87,24.87,8.28,19.3,19.73,44.94,21.72,868.65,55.85,34.0,42.08,61.94,38.94,108.31,68.88
2023-08-28,28.01,27.19,15.43,18.17,23.3,17.64,137.24,41.99,33.78,14.39,17.38,44.62,21.71,24.86,12.47,16.65,37.5,159.23,25.2,8.42,19.82,19.86,45.93,21.97,874.02,57.75,34.24,42.0,61.61,38.64,106.07,70.51
2023-08-29,27.64,27.39,15.55,17.72,25.08,18.03,142.49,42.88,35.4,14.78,16.77,45.45,22.68,24.79,12.84,17.14,39.88,156.88,25.38,8.62,20.07,20.21,46.42,22.66,907.26,58.09,35.11,43.5,61.29,39.18,105.32,71.54
2023-08-30,26.9,27.23,15.13,16.82,25.49,17.83,142.86,42.25,35.37,14.72,15.95,45.75,23.55,24.52,13.46,17.4,40.09,153.82,24.68,8.44,20.01,19.96,45.8,22.83,900.83,57.42,35.24,44.08,58.87,38.16,102.14,70.72
2023-08-31,26.53,26.54,14.85,16.99,25.92,17.29,140.46,41.63,35.69,14.54,15.73,45.35,23.62,24.54,12.75,16.95,39.63,152.64,24.26,8.32,19.79,21.18,45.8,23.07,882.95,56.41,35.05,43.83,56.61,37.45,99.52,68.88
2023-09-01,26.44,24.92,14.66,16.37,26.04,16.74,138.64,41.14,34.77,14.44,15.14,44.96,23.14,23.29,12.31,16.44,39.32,152.17,24.58,8.14,19.94,21.66,46.05,22.91,875.27,55.85,34.99,43.91,56.21,36.85,100.08,67.45
2023-09-04,26.72,24.51,14.97,16.54,25.94,17.0,143.18,42.39,35.14,14.61,15.33,45.41,23.54,23.64,12.4,16.23,39.66,153.82,24.44,8.26,20.3,21.63,46.79,23.23,895.29,56.19,35.61,44.41,57.66,37.09,101.02,69.7
2023-09-05,26.72,24.43,15.06,16.26,25.78,16.76,141.78,42.29,34.79,14.61,15.29,45.69,23.24,23.07,12.46,16.4,38.77,154.29,24.44,8.16,20.29,21.63,46.42,23.36,886.88,55.51,35.73,44.25,56.7,36.85,99.52,68.88
2023-09-06,26.44,24.31,15.04,16.09,26.03,16.8,140.11,42.21,34.75,14.6,14.84,45.0,23.62,22.73,12.43,16.64,38.98,152.87,24.68,8.32,20.35,21.53,46.3,23.52,876.52,55.74,35.92,44.5,57.42,37.39,98.96,70.11
2023-09-07,26.07,23.95,14.87,15.81,26.03,16.38,135.69,40.98,34.38,14.38,14.64,43.96,23.66,22.11,12.1,16.13,37.94,149.34,23.93,8.05,19.65,21.15,45.68,24.25,852.75,54.62,35.48,43.58,56.13,36.49,97.84,68.67
2023-09-08,26.07,24.23,14.97,15.87,25.49,16.46,133.31,40.86,34.05,14.45,14.69,43.51,23.05,22.05,12.1,16.35,37.54,150.75,23.97,8.12,19.66,20.18,45.55,23.97,849.89,54.96,35.61,44.0,56.05,36.55,97.28,69.49
2023-09-18,26.44,25.36,15.34,16.6,25.32,16.64,131.1,40.66,35.06,14.36,14.68,43.86,23.58,22.55,12.0,15.95,37.57,151.7,24.68,8.26,19.74,20.57,46.42,23.44,843.81,55.18,35.73,43.75,55.97,36.49,97.84,70.92
2023-09-19,26.53,25.24,15.34,16.37,25.13,16.5,127.93,40.64,35.06,14.17,14.52,43.69,22.98,21.94,11.8,15.64,36.98,152.17,24.73,8.19,19.49,20.76,46.42,23.15,822.0,55.29,35.11,43.0,55.73,36.13,97.65,69.9
2023-09-20,26.44,25.32,15.39,15.93,24.57,16.39,127.32,40.5,34.43,14.04,14.52,43.75,22.78,21.6,11.73,15.55,36.67,152.4,24.73,8.23,19.15,20.73,46.42,22.83,804.67,54.84,34.74,42.5,55.24,36.01,95.97,69.29
2023-09-21,26.35,24.92,15.22,15.87,24.34,16.31,126.86,40.5,34.27,13.9,14.49,43.5,22.31,21.77,11.59,15.3,36.65,150.99,24.4,8.21,18.85,20.54,45.68,22.95,797.34,54.4,34.49,42.08,54.52,36.07,95.03,68.88
2023-09-22,26.35,24.84,15.27,15.98,25.02,16.48,131.27,40.3,34.77,14.17,14.61,43.73,23.35,22.13,11.8,15.94,38.33,150.75,24.91,8.23,19.07,20.7,46.05,23.27,815.93,54.84,35.05,43.41,55.32,36.67,96.16,69.7
2023-09-25,26.25,24.8,15.15,15.81,24.99,16.39,130.82,39.9,35.14,13.95,14.61,43.45,23.8,22.25,11.87,15.69,40.52,150.52,25.05,8.3,18.69,20.5,45.8,23.72,805.38,55.07,34.74,43.0,55.24,38.94,94.85,68.27
2023-09-26,26.16,24.72,15.32,15.65,25.71,16.35,132.19,39.51,34.59,13.9,14.5,43.01,23.95,21.96,11.92,15.53,41.94,150.28,25.57,8.14,18.22,20.7,45.8,23.84,793.59,54.73,34.55,42.33,55.16,39.54,94.66,67.65
2023-09-27,26.16,24.64,15.04,15.65,25.01,16.4,133.87,39.96,35.37,14.14,14.53,43.9,23.53,22.29,12.06,15.68,42.84,150.28,26.18,8.12,18.35,21.24,45.8,23.84,811.46,54.96,34.93,42.66,55.32,39.6,94.85,67.45
2023-10-20,24.96,23.18,14.38,14.47,23.65,15.21,125.65,36.93,30.8,13.15,13.45,38.46,22.19,20.69,11.37,14.82,47.11,143.45,27.22,8.12,18.17,20.44,43.7,23.19,783.04,52.27,33.44,42.0,52.42,41.03,90.73,69.29
2023-10-23,24.41,22.45,14.01,14.19,21.02,14.94,119.75,36.45,30.36,12.85,13.08,38.29,21.48,20.43,11.1,14.26,46.42,140.39,26.84,7.89,17.52,19.79,42.21,22.5,765.34,51.04,32.51,40.16,50.65,39.96,88.86,68.06
2023-10-24,24.77,23.01,14.43,14.58,21.44,15.38,120.03,37.96,31.23,13.38,13.46,39.24,22.82,21.51,11.56,15.0,47.89,140.86,26.94,8.21,17.97,20.47,43.82,23.19,758.02,52.94,33.37,40.0,52.74,40.85,91.85,71.94
2023-10-25,25.51,23.34,14.94,15.31,21.96,15.65,116.51,39.17,31.64,13.71,13.76,39.29,23.19,22.37,11.9,15.37,51.16,142.51,27.17,8.44,18.08,20.7,44.94,23.44,757.84,57.64,33.56,40.91,53.55,39.9,96.16,70.51
2023-10-26,25.61,23.7,15.06,15.42,21.68,15.64,115.65,39.55,32.16,13.8,13.72,39.06,22.83,22.48,11.92,15.11,49.44,144.16,27.36,8.32,17.86,20.54,45.06,23.4,799.84,56.52,33.81,41.16,53.95,40.85,95.22,70.51
2023-10-27,25.79,23.91,14.36,15.48,21.53,15.82,122.14,40.04,32.61,13.89,13.87,39.31,23.19,22.78,12.01,15.5,50.1,147.22,27.97,8.03,18.5,21.76,45.43,24.05,832.01,54.62,34.43,41.58,54.6,41.21,95.59,71.13
2023-10-30,25.61,23.78,14.13,15.36,21.59,16.06,117.81,39.69,32.98,13.98,13.97,39.25,20.79,22.78,12.0,15.37,52.51,147.93,28.16,7.98,18.58,22.59,45.18,23.97,837.38,54.62,34.55,42.33,55.4,41.93,95.59,71.54
2023-10-31,25.51,23.83,14.17,15.2,21.53,16.11,115.57,39.9,32.68,14.04,13.94,38.95,21.12,23.18,12.0,14.98,50.94,145.57,27.78,7.91,18.36,22.08,44.81,24.17,829.69,54.4,34.37,42.08,55.73,41.45,94.66,71.54
2023-11-01,25.51,23.99,14.15,15.14,21.89,16.39,112.92,40.24,32.24,14.21,13.96,38.52,21.2,23.18,12.2,14.73,51.01,144.63,27.73,8.07,18.24,22.24,44.94,24.78,814.68,54.17,34.68,42.33,55.65,42.17,94.85,73.99
2023-11-02,25.42,24.19,13.94,15.03,21.69,16.2,108.5,40.26,31.92,14.2,13.84,38.35,21.09,22.71,12.0,14.46,49.84,144.16,27.64,7.91,18.0,21.69,44.94,24.41,798.59,53.5,34.49,41.91,55.32,42.28,94.66,73.17
2023-11-03,25.42,23.91,13.94,15.14,22.12,16.2,110.23,40.44,31.95,14.23,13.9,38.22,21.11,22.89,12.19,14.78,49.1,145.57,27.59,7.94,18.17,21.63,44.94,24.46,810.56,54.17,34.8,42.41,55.49,43.3,95.03,72.56
2023-11-06,25.61,23.87,14.1,15.36,22.98,16.5,115.84,41.25,32.7,14.33,14.12,38.73,21.7,23.1,12.27,15.4,51.2,146.75,27.26,8.1,18.61,22.14,45.31,24.86,858.29,54.51,35.24,43.16,56.29,43.3,95.78,73.38
2023-11-07,25.42,23.74,14.13,15.25,23.25,16.5,116.51,41.41,32.43,14.35,14.17,38.32,21.93,23.27,12.34,15.4,52.72,145.57,27.45,8.48,18.31,22.05,45.93,25.19,843.63,54.4,35.42,43.0,56.05,43.18,96.53,73.99
2023-11-08,25.24,23.54,14.13,15.08,23.24,16.33,116.49,41.83,32.34,14.32,14.13,37.97,22.21,23.24,12.3,15.44,51.44,144.87,26.98,8.37,18.25,21.89,45.55,25.07,845.24,54.4,35.24,42.83,55.65,43.72,95.41,73.38
2023-11-09,25.24,23.66,14.13,15.03,22.65,16.3,116.9,41.35,32.0,14.3,13.96,38.62,21.95,22.66,12.26,15.27,50.87,145.34,26.75,8.3,18.28,21.89,45.31,24.74,857.75,54.17,35.11,43.08,55.16,43.48,95.03,72.76
2023-11-10,25.24,23.83,14.31,15.14,22.77,16.27,115.69,41.35,32.03,14.39,13.96,38.35,22.06,22.77,12.27,15.28,50.07,145.1,26.75,8.42,18.1,22.08,46.05,24.86,845.42,54.17,35.24,42.83,55.08,43.12,94.47,72.35
2023-11-13,25.33,23.95,14.52,15.2,23.04,16.5,116.51,41.71,32.57,14.6,14.06,38.04,22.35,23.4,12.51,15.39,51.18,145.1,26.94,8.53,18.11,22.24,46.67,25.31,848.1,54.62,35.55,43.58,55.65,43.6,95.78,73.38
2023-11-14,25.33,24.07,14.38,15.14,23.11,16.52,116.28,41.31,32.67,14.49,14.05,37.92,22.23,22.89,12.47,15.46,51.89,145.81,27.12,8.42,17.92,22.27,46.42,25.15,838.27,54.73,35.36,43.58,55.73,43.48,95.03,72.76
2023-11-15,25.51,23.99,14.36,15.36,23.51,16.62,118.87,41.75,36.51,14.55,14.17,38.16,22.31,22.95,12.54,15.7,53.14,146.28,27.03,8.53,19.71,22.24,46.42,25.23,839.7,55.4,35.48,43.75,56.53,43.54,95.59,73.78
